,BATCH,source_name,tissue,age,treatment,genotype,lab,age,health state,cell_type,tissue_type,provider,sex
SRX262787,,NIH3T3_MRTFA_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262788,,NIH3T3_MRTFA_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262789,,NIH3T3_MRTFB_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262790,,NIH3T3_MRTFB_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262791,,NIH3T3_MRTFB_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262792,,NIH3T3_MRTFB_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262793,,NIH3T3_ELK1_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262794,,NIH3T3_ELK1_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262795,,NIH3T3_ELK1_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262796,,NIH3T3_ELK1_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262797,,NIH3T3_SAP1_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262798,,NIH3T3_SAP1_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262799,,NIH3T3_SAP1_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262800,,NIH3T3_SAP1_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262801,,NIH3T3_NET_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262802,,NIH3T3_NET_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262803,,NIH3T3_NET_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262804,,NIH3T3_NET_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262805,,NIH3T3_8WG16_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262806,,NIH3T3_8WG16_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262807,,NIH3T3_8WG16_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262808,,NIH3T3_8WG16_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262809,,NIH3T3_8WG16_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262810,,NIH3T3_8WG16_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262811,,NIH3T3_POLIIS2P_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262812,,NIH3T3_POLIIS2P_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262813,,NIH3T3_POLIIS2P_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262814,,NIH3T3_POLIIS2P_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262815,,NIH3T3_POLIIS2P_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262816,,NIH3T3_POLIIS2P_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262817,,NIH3T3_POLIIS2P_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262818,,NIH3T3_POLIIS2P_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262819,,NIH3T3_POLIIS5P_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262820,,NIH3T3_POLIIS5P_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262821,,NIH3T3_POLIIS5P_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262822,,NIH3T3_POLIIS5P_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262823,,NIH3T3_POLIIS5P_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262824,,NIH3T3_POLIIS5P_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262825,,NIH3T3_POLIIS5P_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262826,,NIH3T3_POLIIS5P_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262827,,NIH3T3_TOTAL_H3_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262828,,NIH3T3_TOTAL_H3_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262829,,NIH3T3_TOTAL_H3_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262830,,NIH3T3_TOTAL_H3_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262831,,NIH3T3_Control_03,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262832,,NIH3T3_Control_15,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262833,,NIH3T3_Control_LAT,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262834,,NIH3T3_Control_UO,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262835,,NIH3T3_Control_combined,,,,normal,,,,NIH3T3 fibroblasts,,,
SRX262848,,F9_RBPJ_ChIP-seq,,,,,,,,F9,,,
SRX262849,,F9_RBPJ_ChIP-seq,,,,,,,,F9,,,
SRX262850,,F9_RBPJ_input,,,,,,,,F9,,,
SRX262851,,F9_RBPJ_input,,,,,,,,F9,,,
SRX2629466,,H3K4me3ChIP_colonepithelium_ChIP,,,,,,,,,,,
SRX2629467,,H3K4me3ChIP_colonepithelium_ChIP,,,,,,,,,,,
SRX2629468,,H3K4me3ChIP_colonepithelium_ChIP,,,,,,,,,,,
SRX2629469,,H3K4me3ChIP_colonepithelium_Input,,,,,,,,,,,
SRX2629470,,H3K18acChIP_HCT116_ChIPDMSO,,,,,,,,HCT116,,,
SRX2629471,,H3K18acChIP_HCT116_ChIPDMSO,,,,,,,,HCT116,,,
SRX2629472,,H3K18acChIP_HCT116_ChIPDMSO,,,,,,,,HCT116,,,
SRX2629473,,H3K18acChIP_HCT116_ChIPMS275,,,,,,,,HCT116,,,
SRX2629474,,H3K18acChIP_HCT116_ChIPMS275,,,,,,,,HCT116,,,
SRX2629475,,H3K18acChIP_HCT116_ChIPMS275,,,,,,,,HCT116,,,
SRX2629476,,H3K18cr_ac_ChIP_HCT116_InputDMSO,,,,,,,,HCT116,,,
SRX2629477,,H3K18cr_ac_ChIP_HCT116_InputMS275,,,,,,,,HCT116,,,
SRX2629478,,H3K18crChIP_colonepithelium_ChIP,,,,,,,,,,,
SRX2629479,,H3K18crChIP_colonepithelium_ChIP,,,,,,,,,,,
SRX2629480,,H3K18crChIP_colonepithelium_Input,,,,,,,,,,,
SRX2629481,,H3K18crChIP_colonepithelium_Input,,,,,,,,,,,
SRX2629482,,H3K18crChIP_HCT116_ChIPDMSO,,,,,,,,HCT116,,,
SRX2629483,,H3K18crChIP_HCT116_ChIPDMSO,,,,,,,,HCT116,,,
SRX2629484,,H3K18crChIP_HCT116_ChIPDMSO,,,,,,,,HCT116,,,
SRX2629485,,H3K18crChIP_HCT116_ChIPMS275,,,,,,,,HCT116,,,
SRX2629486,,H3K18crChIP_HCT116_ChIPMS275,,,,,,,,HCT116,,,
SRX2629487,,H3K18crChIP_HCT116_ChIPMS275,,,,,,,,HCT116,,,
SRX2630128,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630129,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630130,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630131,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630132,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630133,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630134,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630135,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630136,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630137,,,liver,32 year,,,"Thomas Gingeras, CSHL",32 year,healthy with non-obstructive CAD (coronary artery disease),,liver,,male
SRX2630138,,,liver,32 year,,,"Thomas Gingeras, CSHL",32 year,healthy with non-obstructive CAD (coronary artery disease),,liver,,male
SRX2630139,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630140,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630141,,,adrenal gland,37 year,,,"Bradley Bernstein, Broad",37 year,,,adrenal gland,,male
SRX2630142,,,adrenal gland,37 year,,,"Bradley Bernstein, Broad",37 year,,,adrenal gland,,male
SRX2630143,,,,69 year,,,"Bradley Bernstein, Broad",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630144,,,,69 year,,,"Bradley Bernstein, Broad",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630145,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630146,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630147,,,,73 year,,,"Bradley Bernstein, Broad",73 year,human B cell non-Hodgkin's lymphoma,Karpas-422,,,female
SRX2630148,,,,73 year,,,"Bradley Bernstein, Broad",73 year,human B cell non-Hodgkin's lymphoma,Karpas-422,,,female
SRX2630149,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,,,,not collected
SRX2630150,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,,,,not collected
SRX2630151,,,,69 year,,,"Bradley Bernstein, Broad",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630152,,,,69 year,,,"Bradley Bernstein, Broad",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630153,,,,15 year,,,"Bradley Bernstein, Broad",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630154,,,,15 year,,,"Bradley Bernstein, Broad",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630155,,,,15 year,,,"Bradley Bernstein, Broad",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630156,,,,15 year,,,"Bradley Bernstein, Broad",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630157,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630158,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630159,,,,70 year,,,"Bradley Bernstein, Broad",70 year,submaxillar tumor,ACC112,,,male
SRX2630160,,,,70 year,,,"Bradley Bernstein, Broad",70 year,submaxillar tumor,ACC112,,,male
SRX2630161,,,,70 year,,,"Bradley Bernstein, Broad",70 year,submaxillar tumor,ACC112,,,male
SRX2630162,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630163,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630164,,,,4 year,,,"Bradley Bernstein, Broad",4 year,,SK-N-SH,,,female
SRX2630165,,,,4 year,,,"Bradley Bernstein, Broad",4 year,,SK-N-SH,,,female
SRX2630166,,,,44 year,,,"Bradley Bernstein, Broad",44 year,B cell lymphoma,OCI-LY1,,,male
SRX2630167,,,,44 year,,,"Bradley Bernstein, Broad",44 year,B cell lymphoma,OCI-LY1,,,male
SRX2630168,,,,44 year,,,"Bradley Bernstein, Broad",44 year,B cell lymphoma,OCI-LY1,,,male
SRX2630169,,,,53 year,,,"Bradley Bernstein, Broad",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630170,,,,53 year,,,"Bradley Bernstein, Broad",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630171,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630172,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630173,,,,62 year,,,"Bradley Bernstein, Broad",62 year,multiple myeloma,NCI-H929,,,female
SRX2630174,,,,62 year,,,"Bradley Bernstein, Broad",62 year,multiple myeloma,NCI-H929,,,female
SRX2630175,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630176,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630177,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630178,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630179,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630180,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630181,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630182,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630183,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630184,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630185,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630186,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630187,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630188,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630189,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630190,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630191,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630192,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630193,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630194,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630195,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630196,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630197,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630198,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630199,,,body of pancreas,54 year,,,"Bradley Bernstein, Broad",54 year,,,body of pancreas,,male
SRX2630200,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630201,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630202,,,gastrocnemius medialis,54 year,,,"Bradley Bernstein, Broad",54 year,,,gastrocnemius medialis,,male
SRX2630203,,,gastrocnemius medialis,54 year,,,"Bradley Bernstein, Broad",54 year,,,gastrocnemius medialis,,male
SRX2630204,,,,43 year,,,"Bradley Bernstein, Broad",43 year,large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular B cell lymphoma,SUDHL6,,,male
SRX2630205,,,,43 year,,,"Bradley Bernstein, Broad",43 year,large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular B cell lymphoma,SUDHL6,,,male
SRX2630206,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630207,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630208,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630209,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630210,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630211,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630212,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630213,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630214,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630215,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630216,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630217,,,coronary artery,53 year,,,"Bradley Bernstein, Broad",53 year,,,coronary artery,,female
SRX2630218,,,,4 year,,,"Bradley Bernstein, Broad",4 year,,SK-N-SH,,,female
SRX2630219,,,,4 year,,,"Bradley Bernstein, Broad",4 year,,SK-N-SH,,,female
SRX2630220,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630221,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630222,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630223,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630224,,,,4 year,,,"Bradley Bernstein, Broad",4 year,,SK-N-SH,,,female
SRX2630225,,,,4 year,,,"Bradley Bernstein, Broad",4 year,,SK-N-SH,,,female
SRX2630226,,,Peyer's patch,53 year,,,"Bradley Bernstein, Broad",53 year,,,Peyer's patch,,female
SRX2630227,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630228,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630229,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630230,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630231,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630232,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630233,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630234,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630235,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630236,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630237,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630238,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630239,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630240,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630241,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630242,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630243,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630244,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630245,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630246,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630247,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630248,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630249,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630250,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,GM12878,,,female
SRX2630251,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630252,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630253,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,PC-9,,,not collected
SRX2630254,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,PC-9,,,not collected
SRX2630255,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630256,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630257,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,,,,not collected
SRX2630258,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,,,,not collected
SRX2630259,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,,,,not collected
SRX2630260,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630261,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630262,,,,69 year,,,"Richard Myers, HAIB",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630263,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630264,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630265,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630266,,,,73 year,,,"Bradley Bernstein, Broad",73 year,human B cell non-Hodgkin's lymphoma,Karpas-422,,,female
SRX2630267,,,,73 year,,,"Bradley Bernstein, Broad",73 year,human B cell non-Hodgkin's lymphoma,Karpas-422,,,female
SRX2630268,,,gastrocnemius medialis,54 year,,,"Bradley Bernstein, Broad",54 year,,,gastrocnemius medialis,,male
SRX2630269,,,gastrocnemius medialis,54 year,,,"Bradley Bernstein, Broad",54 year,,,gastrocnemius medialis,,male
SRX2630270,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630271,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630272,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630273,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630274,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630275,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630276,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630277,,,thoracic aorta,37 year,,,"Bradley Bernstein, Broad",37 year,,,thoracic aorta,,male
SRX2630278,,,thoracic aorta,37 year,,,"Bradley Bernstein, Broad",37 year,,,thoracic aorta,,male
SRX2630279,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,,,,female
SRX2630280,,,,unknown,,,"Bradley Bernstein, Broad",unknown,unknown,,,,female
SRX2630281,,,,27 year,,,"Bradley Bernstein, Broad",27 year,normal,,,,female
SRX2630282,,,,27 year,,,"Bradley Bernstein, Broad",27 year,normal,,,,female
SRX2630283,,,thyroid gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,thyroid gland,,male
SRX2630284,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630285,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630286,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630287,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630288,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630289,,,gastroesophageal sphincter,53 year,,,"Bradley Bernstein, Broad",53 year,,,gastroesophageal sphincter,,female
SRX2630290,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630291,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630292,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630293,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630294,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,PC-9,,,not collected
SRX2630295,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,PC-9,,,not collected
SRX2630296,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630297,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630298,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630299,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630300,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630301,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630302,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630303,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630304,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630305,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630306,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630307,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630308,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630309,,,,unknown,,,"Bradley Bernstein, Broad",unknown,healthy,,,,male
SRX2630310,,,adrenal gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,adrenal gland,,male
SRX2630311,,,adrenal gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,adrenal gland,,male
SRX2630312,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630313,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630314,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630315,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630316,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630317,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630318,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630319,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630320,,,,15 year,,,"Bradley Bernstein, Broad",15 year,,A673,,,female
SRX2630321,,,,15 year,,,"Bradley Bernstein, Broad",15 year,,A673,,,female
SRX2630322,,,,15 year,,,"Bradley Bernstein, Broad",15 year,,A673,,,female
SRX2630323,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630324,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630325,,,,62 year,,,"Bradley Bernstein, Broad",62 year,"grade IV, adenocarcinoma",PC-3,,,male
SRX2630326,,,,62 year,,,"Bradley Bernstein, Broad",62 year,"grade IV, adenocarcinoma",PC-3,,,male
